    8.13886E+02    1.25664E-98
    8.66002E+02    1.25664E-98
    9.33998E+02    1.25664E-98
    9.86114E+02    1.25664E-98
    1.02083E+03    1.25664E-98
    1.09900E+03    1.25664E-98
    1.20100E+03    1.25664E-98
    1.27917E+03    1.25664E-98
    1.31569E+03    1.25664E-98
    1.37458E+03    1.25664E-98
    1.45142E+03    1.25664E-98
    1.51031E+03    1.25664E-98
    1.53253E+03    1.25664E-98
    1.55702E+03    1.25664E-98
    1.58898E+03    1.25664E-98
    1.61347E+03    1.25664E-98
    1.69734E+03    1.25664E-98
    1.90866E+03    1.25664E-98
    2.00502E+03    1.25664E-98
    2.05698E+03    1.25664E-98
    2.10648E+03    1.25664E-98
    2.22087E+03    1.25664E-98
    2.37013E+03    1.25664E-98
    2.48452E+03    1.25664E-98
    2.54867E+03    1.25664E-98
    2.67505E+03    1.25664E-98
    2.83995E+03    1.25664E-98
    2.96633E+03    1.25664E-98
    3.05000E+03    1.25664E-98
    3.15000E+03    1.25664E-98
    3.25000E+03    1.25664E-98
    3.35000E+03    1.25664E-98
    3.45000E+03    1.25664E-98
    3.55000E+03    1.25664E-98
    3.65000E+03    1.25664E-98
    3.75000E+03    1.25664E-98
    3.85000E+03    1.25664E-98
    3.95000E+03    1.25664E-98
    4.05000E+03    1.25664E-98
    4.15000E+03    1.25664E-98
    4.25000E+03    1.25664E-98
    4.35000E+03    1.25664E-98
    4.45000E+03    1.25664E-98
    4.55000E+03    1.25664E-98
    4.65000E+03    1.25664E-98
    4.75000E+03    1.25664E-98
    4.85000E+03    1.25664E-98
    4.95000E+03    1.25664E-98
    5.05000E+03    1.25664E-98
    5.15000E+03    1.25664E-98
    5.25000E+03    1.25664E-98
    5.35000E+03    1.25664E-98
    5.45000E+03    1.25664E-98
    5.55000E+03    1.25664E-98
    5.65000E+03    1.25664E-98
    5.75000E+03    1.25664E-98
    5.85000E+03    1.25664E-98
    5.95000E+03    1.25664E-98
    6.05000E+03    1.25664E-98
    6.15000E+03    1.25664E-98
    6.25000E+03    1.25664E-98
    6.35000E+03    1.25664E-98
    6.45000E+03    1.25664E-98
    6.55000E+03    1.25664E-98
    6.65000E+03    1.25664E-98
    6.75000E+03    1.25664E-98
    6.85000E+03    1.25664E-98
    6.95000E+03    1.25664E-98
    7.05000E+03    1.25664E-98
    7.15000E+03    1.25664E-98
    7.25548E+03    1.25664E-98
    7.46368E+03    1.25664E-98
    7.73532E+03    1.25664E-98
    7.94352E+03    1.25664E-98
    8.00000E+03    1.25664E-98
    9.00000E+03    1.25664E-98
    1.00000E+04    1.25664E-98
    1.10000E+04    1.25664E-98
    1.20000E+04    1.25664E-98
    1.30000E+04    1.25664E-98
    1.40000E+04    1.25664E-98
    1.47500E+04    1.25664E-98
    1.56000E+04    1.25664E-98
    1.60000E+04    1.25664E-98
    1.63000E+04    1.25664E-98
    1.66000E+04    1.25664E-98
    1.70000E+04    1.25664E-98
    2.20000E+04    1.25664E-98
    3.30000E+04    1.25664E-98
    4.50000E+04    1.25664E-98
    6.00000E+04    1.25664E-98
    7.14042E+04    1.25664E-98
    7.76968E+04    1.25664E-98
    8.48602E+04    1.25664E-98
    1.03101E+05    1.25664E-98
    1.26899E+05    1.25664E-98
    1.45140E+05    1.25664E-98
    1.56943E+05    1.25664E-98
    1.83001E+05    1.25664E-98
    2.16999E+05    1.25664E-98
    2.43057E+05    1.25664E-98
    2.60415E+05    1.25664E-98
    2.99501E+05    1.25664E-98
    3.50499E+05    1.25664E-98
    3.89585E+05    1.25664E-98
